2023-07-03 21:22:44,353 INFO    StreamThr :22852 [internal.py:wandb_internal():86] W&B internal server running at pid: 22852, started at: 2023-07-03 21:22:44.353899
2023-07-03 21:22:44,360 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: status
2023-07-03 21:22:44,363 INFO    WriterThread:22852 [datastore.py:open_for_write():85] open: C:\Users\cjohn\OneDrive\Desktop\ReinforcementLearning\wandb\run-20230703_212244-3z0qmedf\run-3z0qmedf.wandb
2023-07-03 21:22:44,363 DEBUG   SenderThread:22852 [sender.py:send():369] send: header
2023-07-03 21:22:44,440 DEBUG   SenderThread:22852 [sender.py:send():369] send: run
2023-07-03 21:22:45,497 INFO    SenderThread:22852 [dir_watcher.py:__init__():211] watching files in: C:\Users\cjohn\OneDrive\Desktop\ReinforcementLearning\wandb\run-20230703_212244-3z0qmedf\files
2023-07-03 21:22:45,497 INFO    SenderThread:22852 [sender.py:_start_run_threads():1100] run started: 3z0qmedf with start time 1688412164.353899
2023-07-03 21:22:45,497 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: summary_record
2023-07-03 21:22:45,498 INFO    SenderThread:22852 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-03 21:22:45,501 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: check_version
2023-07-03 21:22:45,501 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: check_version
2023-07-03 21:22:45,708 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: run_start
2023-07-03 21:22:45,723 DEBUG   HandlerThread:22852 [system_info.py:__init__():31] System info init
2023-07-03 21:22:45,723 DEBUG   HandlerThread:22852 [system_info.py:__init__():46] System info init done
2023-07-03 21:22:45,723 INFO    HandlerThread:22852 [system_monitor.py:start():181] Starting system monitor
2023-07-03 21:22:45,723 INFO    SystemMonitor:22852 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-03 21:22:45,723 INFO    HandlerThread:22852 [system_monitor.py:probe():201] Collecting system info
2023-07-03 21:22:45,723 INFO    SystemMonitor:22852 [interfaces.py:start():190] Started cpu monitoring
2023-07-03 21:22:45,723 INFO    SystemMonitor:22852 [interfaces.py:start():190] Started disk monitoring
2023-07-03 21:22:45,723 INFO    SystemMonitor:22852 [interfaces.py:start():190] Started gpu monitoring
2023-07-03 21:22:45,732 INFO    SystemMonitor:22852 [interfaces.py:start():190] Started memory monitoring
2023-07-03 21:22:45,740 INFO    SystemMonitor:22852 [interfaces.py:start():190] Started network monitoring
2023-07-03 21:22:45,740 DEBUG   HandlerThread:22852 [system_info.py:probe():195] Probing system
2023-07-03 21:22:45,740 DEBUG   HandlerThread:22852 [system_info.py:_probe_git():180] Probing git
2023-07-03 21:22:45,795 DEBUG   HandlerThread:22852 [system_info.py:_probe_git():188] Probing git done
2023-07-03 21:22:45,795 DEBUG   HandlerThread:22852 [system_info.py:probe():240] Probing system done
2023-07-03 21:22:45,795 DEBUG   HandlerThread:22852 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.4', 'heartbeatAt': '2023-07-03T19:22:45.740895', 'startedAt': '2023-07-03T19:22:44.342412', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\cjohn\\OneDrive\\Desktop\\ReinforcementLearning\\Cogito\\DQN)\\CartPole.py', 'codePath': 'Cogito\\DQN)\\CartPole.py', 'git': {'remote': 'https://github.com/ChristianFredrik69/ReinforcementLearning', 'commit': '4563427dcae0f66b7e0ed9925bf9da61bd06aba4'}, 'email': 'cfj@johnsen.no', 'root': 'C:/Users/cjohn/OneDrive/Desktop/ReinforcementLearning', 'host': 'Christian', 'username': 'cjohn', 'executable': 'C:\\Users\\cjohn\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 1520.0, 'min': 0.0, 'max': 2000.0}, 'cpu_freq_per_core': [{'current': 1520.0, 'min': 0.0, 'max': 2000.0}], 'disk': {'total': 951.6455039978027, 'used': 140.29462051391602}, 'gpu': 'NVIDIA RTX A3000 12GB Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A3000 12GB Laptop GPU', 'memory_total': 12884901888}], 'memory': {'total': 31.70494842529297}}
2023-07-03 21:22:45,795 INFO    HandlerThread:22852 [system_monitor.py:probe():211] Finished collecting system info
2023-07-03 21:22:45,795 INFO    HandlerThread:22852 [system_monitor.py:probe():214] Publishing system info
2023-07-03 21:22:45,795 DEBUG   HandlerThread:22852 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-03 21:22:45,795 DEBUG   HandlerThread:22852 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-03 21:22:45,799 INFO    HandlerThread:22852 [system_monitor.py:probe():216] Finished publishing system info
2023-07-03 21:22:45,802 DEBUG   SenderThread:22852 [sender.py:send():369] send: files
2023-07-03 21:22:45,802 INFO    SenderThread:22852 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-03 21:22:45,807 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: stop_status
2023-07-03 21:22:45,807 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: stop_status
2023-07-03 21:22:46,020 DEBUG   SenderThread:22852 [sender.py:send():369] send: telemetry
2023-07-03 21:22:46,116 DEBUG   SenderThread:22852 [sender.py:send():369] send: exit
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:send_exit():574] handling exit code: 1
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:send_exit():576] handling runtime: 0
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:send_exit():582] send defer
2023-07-03 21:22:46,116 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: defer
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-03 21:22:46,116 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: defer
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:send_request_defer():598] handle sender defer: 0
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:transition_state():602] send defer: 1
2023-07-03 21:22:46,116 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: defer
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-03 21:22:46,116 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: defer
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:send_request_defer():598] handle sender defer: 1
2023-07-03 21:22:46,116 INFO    SenderThread:22852 [sender.py:transition_state():602] send defer: 2
2023-07-03 21:22:46,116 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: defer
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [handler.py:handle_request_defer():170] handle defer: 2
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [system_monitor.py:finish():190] Stopping system monitor
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [interfaces.py:finish():202] Joined cpu monitor
2023-07-03 21:22:46,116 INFO    HandlerThread:22852 [interfaces.py:finish():202] Joined disk monitor
2023-07-03 21:22:46,120 DEBUG   SystemMonitor:22852 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-03 21:22:46,120 DEBUG   SystemMonitor:22852 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-07-03 21:22:46,120 DEBUG   SystemMonitor:22852 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-07-03 21:22:46,157 INFO    HandlerThread:22852 [interfaces.py:finish():202] Joined gpu monitor
2023-07-03 21:22:46,158 INFO    HandlerThread:22852 [interfaces.py:finish():202] Joined memory monitor
2023-07-03 21:22:46,158 INFO    HandlerThread:22852 [interfaces.py:finish():202] Joined network monitor
2023-07-03 21:22:46,158 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: defer
2023-07-03 21:22:46,158 INFO    SenderThread:22852 [sender.py:send_request_defer():598] handle sender defer: 2
2023-07-03 21:22:46,159 INFO    SenderThread:22852 [sender.py:transition_state():602] send defer: 3
2023-07-03 21:22:46,159 DEBUG   SenderThread:22852 [sender.py:send():369] send: stats
2023-07-03 21:22:46,159 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: defer
2023-07-03 21:22:46,159 INFO    HandlerThread:22852 [handler.py:handle_request_defer():170] handle defer: 3
2023-07-03 21:22:46,159 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: defer
2023-07-03 21:22:46,159 INFO    SenderThread:22852 [sender.py:send_request_defer():598] handle sender defer: 3
2023-07-03 21:22:46,159 INFO    SenderThread:22852 [sender.py:transition_state():602] send defer: 4
2023-07-03 21:22:46,159 DEBUG   HandlerThread:22852 [handler.py:handle_request():144] handle_request: defer
2023-07-03 21:22:46,160 INFO    HandlerThread:22852 [handler.py:handle_request_defer():170] handle defer: 4
2023-07-03 21:22:46,160 DEBUG   SenderThread:22852 [sender.py:send_request():396] send_request: defer
2023-07-03 21:22:46,160 INFO    SenderThread:22852 [sender.py:send_request_defer():598] handle sender defer: 4
2023-07-03 21:22:46,160 INFO    SenderThread:22852 [sender.py:transition_state():602] send defer: 5
